Date,1 yr versus 3 mo,2 yr vs 3 mo,5 yr vs 2 yr,10 yr vs 2 yr,10 yr vs 3 mo
7/3/2019,-0.3,-0.44,-0.03,0.19,-0.25
7/2/2019,-0.29,-0.43,-0.02,0.21,-0.22
7/1/2019,-0.27,-0.43,0.01,0.25,-0.18
6/28/2019,-0.2,-0.37,0.01,0.25,-0.12
6/27/2019,-0.21,-0.4,0.02,0.27,-0.13
6/26/2019,-0.19,-0.38,0.03,0.28,-0.1
6/25/2019,-0.19,-0.41,0.02,0.29,-0.12
6/24/2019,-0.21,-0.41,0.03,0.3,-0.11
6/21/2019,-0.16,-0.34,0.03,0.3,-0.04
6/20/2019,-0.23,-0.42,0.02,0.29,-0.13
6/19/2019,-0.22,-0.44,0.03,0.29,-0.15
6/18/2019,-0.18,-0.36,-0.03,0.2,-0.16
6/17/2019,-0.2,-0.37,-0.01,0.23,-0.14
6/14/2019,-0.2,-0.36,0.01,0.25,-0.11
6/13/2019,-0.19,-0.36,0.01,0.27,-0.09
6/12/2019,-0.22,-0.36,0,0.25,-0.11
6/11/2019,-0.22,-0.34,-0.01,0.22,-0.12
6/10/2019,-0.26,-0.39,0.01,0.25,-0.14
6/7/2019,-0.31,-0.43,0,0.24,-0.19
6/6/2019,-0.31,-0.45,0,0.24,-0.21
6/5/2019,-0.31,-0.52,0.03,0.29,-0.23
6/4/2019,-0.24,-0.47,0.01,0.24,-0.23
6/3/2019,-0.24,-0.53,0.01,0.25,-0.28
5/31/2019,-0.14,-0.4,-0.02,0.19,-0.21
5/30/2019,-0.09,-0.32,-0.03,0.16,-0.16
5/29/2019,-0.07,-0.28,-0.04,0.16,-0.12
5/28/2019,-0.06,-0.25,-0.06,0.14,-0.11
5/24/2019,-0.02,-0.19,-0.04,0.16,-0.03
5/23/2019,-0.05,-0.25,-0.01,0.19,-0.06
5/22/2019,-0.01,-0.15,-0.04,0.16,0.01
5/21/2019,-0.03,-0.13,-0.03,0.17,0.04
5/20/2019,-0.05,-0.18,0,0.2,0.02
5/17/2019,-0.06,-0.19,-0.03,0.19,0
5/16/2019,-0.07,-0.2,-0.02,0.2,0
5/15/2019,-0.12,-0.26,-0.01,0.21,-0.05
5/14/2019,-0.09,-0.21,0,0.22,0.01
5/13/2019,-0.09,-0.23,0,0.22,-0.01
5/10/2019,-0.07,-0.17,0,0.21,0.04
5/9/2019,-0.07,-0.17,-0.01,0.19,0.02
5/8/2019,-0.06,-0.13,-0.02,0.19,0.06
5/7/2019,-0.06,-0.15,-0.03,0.17,0.02
5/6/2019,-0.05,-0.13,-0.01,0.2,0.07
5/3/2019,-0.02,-0.1,0,0.21,0.11
5/2/2019,-0.06,-0.12,-0.01,0.2,0.08
5/1/2019,-0.04,-0.12,0,0.21,0.09
4/30/2019,-0.04,-0.16,0.01,0.24,0.08
4/29/2019,-0.02,-0.14,0.02,0.24,0.1
4/26/2019,-0.01,-0.14,0.01,0.23,0.09
4/25/2019,-0.01,-0.1,0,0.21,0.11
4/24/2019,-0.02,-0.12,0,0.21,0.09
4/23/2019,-0.02,-0.09,0,0.21,0.12
4/22/2019,0.02,-0.06,0.01,0.21,0.15
4/18/2019,0.02,-0.04,0,0.19,0.15
4/17/2019,0,-0.04,0,0.19,0.15
4/16/2019,0.02,-0.02,0,0.19,0.17
4/15/2019,0,-0.03,-0.03,0.15,0.12
4/12/2019,0,-0.04,-0.02,0.16,0.12
4/11/2019,0.01,-0.08,-0.04,0.16,0.08
4/10/2019,-0.02,-0.12,-0.03,0.17,0.05
4/9/2019,0,-0.07,-0.04,0.16,0.09
4/8/2019,0,-0.07,-0.03,0.16,0.09
4/5/2019,-0.01,-0.09,-0.04,0.15,0.06
4/4/2019,-0.03,-0.11,-0.01,0.18,0.07
4/3/2019,-0.03,-0.11,-0.01,0.19,0.08
4/2/2019,-0.01,-0.12,-0.02,0.18,0.06
4/1/2019,-0.02,-0.1,-0.02,0.16,0.06
3/29/2019,0,-0.13,-0.04,0.14,0.01
3/28/2019,-0.03,-0.2,-0.03,0.16,-0.04
3/27/2019,-0.04,-0.22,-0.04,0.17,-0.05
3/26/2019,-0.02,-0.22,-0.06,0.17,-0.05
3/25/2019,-0.05,-0.2,-0.05,0.17,-0.03
3/22/2019,-0.01,-0.15,-0.07,0.13,-0.02
3/21/2019,-0.01,-0.08,-0.07,0.13,0.05
3/20/2019,-0.01,-0.08,-0.06,0.14,0.06
3/19/2019,0.04,0,-0.04,0.15,0.15
3/18/2019,0.08,0.01,-0.03,0.15,0.16
3/15/2019,0.07,-0.02,-0.03,0.16,0.14
3/14/2019,0.07,0.01,-0.03,0.17,0.18
3/13/2019,0.08,0,-0.03,0.16,0.16
3/12/2019,0.06,-0.01,-0.04,0.16,0.15
3/11/2019,0.07,0.01,-0.03,0.17,0.18
3/8/2019,0.07,-0.01,-0.03,0.17,0.16
3/7/2019,0.07,0.02,-0.03,0.17,0.19
3/6/2019,0.07,0.05,-0.03,0.17,0.22
3/5/2019,0.08,0.09,-0.02,0.17,0.26
3/4/2019,0.08,0.09,-0.02,0.17,0.26
3/1/2019,0.11,0.11,0.01,0.21,0.32
2/28/2019,0.09,0.07,0,0.21,0.28
2/27/2019,0.09,0.05,-0.01,0.19,0.24
2/26/2019,0.1,0.03,-0.03,0.16,0.19
2/25/2019,0.09,0.04,-0.03,0.16,0.2
2/22/2019,0.09,0.02,-0.01,0.17,0.19
2/21/2019,0.1,0.08,-0.02,0.16,0.24
2/20/2019,0.09,0.05,-0.03,0.15,0.2
2/19/2019,0.09,0.05,-0.03,0.15,0.2
2/15/2019,0.12,0.09,-0.03,0.14,0.23
2/14/2019,0.1,0.07,-0.02,0.16,0.23
2/13/2019,0.11,0.09,0,0.18,0.27
2/12/2019,0.12,0.07,-0.01,0.18,0.25
2/11/2019,0.1,0.03,-0.01,0.17,0.2
2/8/2019,0.11,0.02,-0.01,0.18,0.2
2/7/2019,0.13,0.06,-0.02,0.17,0.23
2/6/2019,0.14,0.1,-0.02,0.18,0.28
2/5/2019,0.14,0.11,-0.02,0.18,0.29
2/4/2019,0.15,0.11,0,0.2,0.31
2/1/2019,0.16,0.12,-0.01,0.18,0.3
1/31/2019,0.14,0.04,-0.02,0.18,0.22
1/30/2019,0.15,0.1,-0.03,0.18,0.28
1/29/2019,0.18,0.14,-0.01,0.16,0.3
1/28/2019,0.18,0.18,-0.02,0.15,0.33
1/25/2019,0.21,0.21,-0.01,0.16,0.37
1/24/2019,0.21,0.19,-0.01,0.16,0.35
1/23/2019,0.18,0.17,0.01,0.18,0.35
1/22/2019,0.16,0.15,-0.01,0.16,0.31
1/18/2019,0.19,0.21,0,0.17,0.38
1/17/2019,0.15,0.14,0.02,0.19,0.33
1/16/2019,0.14,0.12,-0.01,0.18,0.3
1/15/2019,0.12,0.08,0,0.19,0.27
1/14/2019,0.12,0.08,0,0.18,0.26
1/11/2019,0.15,0.12,-0.03,0.16,0.28
1/10/2019,0.16,0.13,0,0.18,0.31
1/9/2019,0.14,0.11,0.01,0.18,0.29
1/8/2019,0.14,0.12,0,0.15,0.27
1/7/2019,0.13,0.08,0,0.17,0.25
1/4/2019,0.15,0.08,-0.01,0.17,0.25
1/3/2019,0.09,-0.02,-0.02,0.17,0.15
1/2/2019,0.18,0.08,-0.01,0.16,0.24
12/31/2018,0.18,0.03,0.03,0.21,0.24
12/28/2018,0.17,0.12,0.04,0.2,0.32
12/27/2018,0.17,0.15,0.04,0.21,0.36
12/26/2018,0.17,0.17,0.06,0.2,0.37
12/24/2018,0.16,0.1,0.03,0.19,0.29
12/21/2018,0.23,0.24,0.01,0.16,0.4
12/20/2018,0.25,0.28,-0.02,0.12,0.4
12/19/2018,0.22,0.23,-0.01,0.14,0.37
12/18/2018,0.25,0.26,0,0.17,0.43
12/17/2018,0.26,0.3,-0.01,0.16,0.46
12/14/2018,0.26,0.31,0,0.16,0.47
12/13/2018,0.26,0.32,0,0.16,0.48
12/12/2018,0.27,0.34,0,0.14,0.48
12/11/2018,0.29,0.37,-0.03,0.11,0.48
12/10/2018,0.28,0.31,-0.01,0.13,0.44
12/7/2018,0.28,0.32,-0.02,0.13,0.45
12/6/2018,0.29,0.34,0,0.12,0.46
12/4/2018,0.29,0.38,-0.01,0.11,0.49
12/3/2018,0.34,0.45,0,0.15,0.6
11/30/2018,0.33,0.43,0.04,0.21,0.64
11/29/2018,0.32,0.44,0.04,0.22,0.66
11/28/2018,0.29,0.41,0.06,0.25,0.66
11/27/2018,0.29,0.42,0.06,0.23,0.65
11/26/2018,0.29,0.43,0.06,0.23,0.66
11/23/2018,0.26,0.4,0.07,0.24,0.64
11/21/2018,0.26,0.4,0.08,0.25,0.65
11/20/2018,0.28,0.4,0.09,0.27,0.67
11/19/2018,0.28,0.41,0.08,0.27,0.68
11/16/2018,0.32,0.45,0.09,0.27,0.72
11/15/2018,0.33,0.49,0.08,0.25,0.74
11/14/2018,0.33,0.48,0.09,0.26,0.74
11/13/2018,0.34,0.51,0.1,0.25,0.76
11/9/2018,0.37,0.58,0.11,0.25,0.83
11/8/2018,0.39,0.63,0.11,0.26,0.89
11/7/2018,0.37,0.59,0.11,0.26,0.85
11/6/2018,0.37,0.58,0.12,0.29,0.87
11/5/2018,0.35,0.55,0.12,0.29,0.84
11/2/2018,0.37,0.58,0.13,0.31,0.89
11/1/2018,0.35,0.52,0.12,0.3,0.82
10/31/2018,0.35,0.53,0.11,0.28,0.81
10/30/2018,0.33,0.51,0.1,0.28,0.79
10/29/2018,0.3,0.47,0.1,0.27,0.74
10/26/2018,0.3,0.48,0.1,0.27,0.75
10/25/2018,0.32,0.52,0.12,0.28,0.8
10/24/2018,0.3,0.5,0.1,0.26,0.76
10/23/2018,0.34,0.56,0.12,0.28,0.84
10/22/2018,0.34,0.58,0.13,0.28,0.86
10/19/2018,0.36,0.61,0.13,0.28,0.89
10/18/2018,0.35,0.55,0.16,0.3,0.85
10/17/2018,0.35,0.58,0.15,0.3,0.88
10/16/2018,0.36,0.57,0.15,0.29,0.86
10/15/2018,0.36,0.54,0.16,0.31,0.85
10/12/2018,0.38,0.57,0.15,0.3,0.87
10/11/2018,0.39,0.58,0.15,0.29,0.87
10/10/2018,0.4,0.61,0.17,0.34,0.95
10/9/2018,0.4,0.63,0.17,0.33,0.96
10/5/2018,0.41,0.65,0.19,0.35,1
10/4/2018,0.41,0.65,0.18,0.32,0.97
10/3/2018,0.39,0.62,0.17,0.3,0.92
10/2/2018,0.38,0.59,0.12,0.23,0.82
10/1/2018,0.37,0.59,0.14,0.27,0.86
9/28/2018,0.4,0.62,0.13,0.24,0.86
9/27/2018,0.4,0.65,0.13,0.23,0.88
9/26/2018,0.38,0.63,0.13,0.23,0.86
9/25/2018,0.38,0.62,0.16,0.27,0.89
9/24/2018,0.38,0.61,0.13,0.25,0.86
9/21/2018,0.4,0.63,0.14,0.26,0.89
9/20/2018,0.41,0.64,0.15,0.26,0.9
9/19/2018,0.42,0.65,0.15,0.27,0.92
9/18/2018,0.41,0.64,0.13,0.24,0.88
9/17/2018,0.41,0.62,0.11,0.21,0.83
9/14/2018,0.4,0.62,0.12,0.21,0.83
9/13/2018,0.4,0.61,0.11,0.21,0.82
9/12/2018,0.4,0.58,0.13,0.23,0.81
9/11/2018,0.4,0.61,0.11,0.22,0.83
9/10/2018,0.4,0.59,0.1,0.21,0.8
9/7/2018,0.39,0.57,0.11,0.23,0.8
9/6/2018,0.37,0.51,0.12,0.24,0.75
9/5/2018,0.35,0.52,0.11,0.24,0.76
9/4/2018,0.36,0.53,0.12,0.24,0.77
8/31/2018,0.35,0.51,0.12,0.24,0.75
8/30/2018,0.36,0.53,0.11,0.22,0.75
8/29/2018,0.35,0.54,0.11,0.22,0.76
8/28/2018,0.34,0.54,0.1,0.21,0.75
8/27/2018,0.35,0.55,0.07,0.18,0.73
8/24/2018,0.35,0.54,0.09,0.19,0.73
8/23/2018,0.35,0.53,0.11,0.21,0.74
8/22/2018,0.34,0.51,0.1,0.22,0.73
8/21/2018,0.37,0.53,0.12,0.24,0.77
8/20/2018,0.37,0.54,0.1,0.22,0.76
8/17/2018,0.39,0.56,0.14,0.26,0.82
8/16/2018,0.38,0.56,0.12,0.24,0.8
8/15/2018,0.38,0.54,0.12,0.25,0.79
8/14/2018,0.36,0.55,0.14,0.26,0.81
8/13/2018,0.36,0.55,0.14,0.27,0.82
8/10/2018,0.37,0.56,0.14,0.26,0.82
8/9/2018,0.38,0.58,0.16,0.29,0.87
8/8/2018,0.38,0.62,0.15,0.28,0.9
8/7/2018,0.39,0.62,0.16,0.3,0.92
8/6/2018,0.39,0.59,0.16,0.3,0.89
8/3/2018,0.42,0.62,0.19,0.32,0.94
8/2/2018,0.43,0.64,0.19,0.32,0.96
8/1/2018,0.42,0.64,0.2,0.33,0.97
7/31/2018,0.41,0.64,0.18,0.29,0.93
7/30/2018,0.39,0.62,0.19,0.32,0.94
7/27/2018,0.43,0.67,0.17,0.29,0.96
7/26/2018,0.42,0.7,0.17,0.29,0.99
7/25/2018,0.41,0.65,0.16,0.28,0.93
7/24/2018,0.4,0.61,0.2,0.32,0.93
7/23/2018,0.43,0.65,0.19,0.32,0.97
7/20/2018,0.42,0.61,0.17,0.29,0.9
7/19/2018,0.4,0.6,0.14,0.24,0.84
7/18/2018,0.43,0.6,0.17,0.28,0.88
7/17/2018,0.37,0.6,0.14,0.24,0.84
7/16/2018,0.38,0.58,0.16,0.26,0.84
7/13/2018,0.39,0.61,0.14,0.24,0.85
7/12/2018,0.41,0.62,0.15,0.25,0.87
7/11/2018,0.39,0.61,0.16,0.27,0.88
7/10/2018,0.37,0.6,0.18,0.28,0.88
7/9/2018,0.36,0.59,0.18,0.29,0.88
7/6/2018,0.37,0.56,0.18,0.29,0.85
7/5/2018,0.36,0.59,0.19,0.29,0.88
7/3/2018,0.35,0.55,0.19,0.3,0.85
7/2/2018,0.36,0.59,0.18,0.3,0.89
6/29/2018,0.4,0.59,0.21,0.33,0.92
6/28/2018,0.4,0.59,0.21,0.32,0.91
6/27/2018,0.4,0.59,0.19,0.31,0.9
6/26/2018,0.4,0.6,0.22,0.35,0.95
6/25/2018,0.41,0.61,0.21,0.33,0.94
6/22/2018,0.4,0.63,0.21,0.34,0.97
6/21/2018,0.4,0.62,0.21,0.34,0.96
6/20/2018,0.42,0.62,0.24,0.37,0.99
6/19/2018,0.4,0.6,0.23,0.35,0.95
6/18/2018,0.41,0.62,0.24,0.36,0.98
6/15/2018,0.41,0.61,0.26,0.38,0.99
6/14/2018,0.41,0.65,0.22,0.35,1
6/13/2018,0.41,0.65,0.26,0.39,1.04
6/12/2018,0.39,0.62,0.27,0.42,1.04
6/11/2018,0.38,0.58,0.28,0.44,1.02
6/8/2018,0.37,0.57,0.27,0.43,1
6/7/2018,0.37,0.56,0.27,0.43,0.99
6/6/2018,0.37,0.57,0.29,0.45,1.02
6/5/2018,0.38,0.55,0.27,0.43,0.98
6/4/2018,0.36,0.58,0.26,0.42,1
6/1/2018,0.36,0.55,0.27,0.42,0.97
5/31/2018,0.3,0.47,0.28,0.43,0.9
5/30/2018,0.29,0.48,0.25,0.42,0.9
5/29/2018,0.24,0.39,0.26,0.45,0.84
5/25/2018,0.37,0.58,0.28,0.45,1.03
5/24/2018,0.37,0.59,0.32,0.48,1.07
5/23/2018,0.37,0.61,0.3,0.48,1.09
5/22/2018,0.41,0.66,0.31,0.47,1.13
5/21/2018,0.42,0.65,0.32,0.48,1.13
5/18/2018,0.41,0.64,0.35,0.51,1.15
5/17/2018,0.4,0.65,0.37,0.54,1.19
5/16/2018,0.4,0.66,0.36,0.51,1.17
5/15/2018,0.39,0.66,0.34,0.5,1.16
5/14/2018,0.35,0.62,0.3,0.45,1.07
5/11/2018,0.36,0.62,0.3,0.43,1.05
5/10/2018,0.37,0.64,0.29,0.43,1.07
5/9/2018,0.39,0.66,0.3,0.46,1.12
5/8/2018,0.39,0.64,0.3,0.46,1.1
5/7/2018,0.39,0.63,0.29,0.46,1.09
5/4/2018,0.4,0.67,0.27,0.44,1.11
5/3/2018,0.4,0.65,0.29,0.45,1.1
5/2/2018,0.4,0.65,0.31,0.48,1.13
5/1/2018,0.41,0.65,0.32,0.47,1.12
4/30/2018,0.37,0.62,0.3,0.46,1.08
4/27/2018,0.42,0.67,0.31,0.47,1.14
4/26/2018,0.43,0.67,0.33,0.51,1.18
4/25/2018,0.41,0.64,0.35,0.54,1.18
4/24/2018,0.38,0.61,0.35,0.52,1.13
4/23/2018,0.38,0.62,0.34,0.49,1.11
4/20/2018,0.41,0.65,0.34,0.5,1.15
4/19/2018,0.39,0.62,0.33,0.48,1.1
4/18/2018,0.36,0.61,0.31,0.45,1.06
4/17/2018,0.36,0.61,0.27,0.41,1.02
4/16/2018,0.33,0.6,0.3,0.44,1.04
4/13/2018,0.36,0.61,0.3,0.45,1.06
4/12/2018,0.36,0.59,0.33,0.49,1.08
4/11/2018,0.36,0.59,0.3,0.47,1.06
4/10/2018,0.35,0.58,0.3,0.48,1.06
4/9/2018,0.32,0.53,0.31,0.49,1.02
4/6/2018,0.33,0.54,0.31,0.5,1.04
4/5/2018,0.35,0.58,0.34,0.53,1.11
4/4/2018,0.36,0.57,0.33,0.51,1.08
4/3/2018,0.34,0.53,0.32,0.51,1.04
4/2/2018,0.31,0.48,0.3,0.48,0.96
3/29/2018,0.36,0.54,0.29,0.47,1.01
3/28/2018,0.39,0.55,0.31,0.49,1.04
3/27/2018,0.33,0.49,0.32,0.52,1.01
3/26/2018,0.27,0.54,0.31,0.52,1.06
3/23/2018,0.3,0.54,0.33,0.54,1.08
3/22/2018,0.33,0.57,0.34,0.54,1.11
3/21/2018,0.32,0.57,0.38,0.58,1.15
3/20/2018,0.27,0.53,0.35,0.55,1.08
3/19/2018,0.28,0.51,0.34,0.54,1.05
3/16/2018,0.3,0.53,0.34,0.54,1.07
3/15/2018,0.3,0.52,0.33,0.53,1.05
3/14/2018,0.29,0.5,0.35,0.55,1.05
3/13/2018,0.3,0.53,0.36,0.58,1.11
3/12/2018,0.34,0.56,0.37,0.6,1.16
3/9/2018,0.36,0.6,0.38,0.63,1.23
3/8/2018,0.38,0.58,0.38,0.61,1.19
3/7/2018,0.37,0.57,0.4,0.64,1.21
3/6/2018,0.38,0.57,0.4,0.63,1.2
3/5/2018,0.36,0.54,0.41,0.64,1.18
3/2/2018,0.41,0.6,0.38,0.61,1.21
3/1/2018,0.42,0.59,0.36,0.59,1.18
2/28/2018,0.42,0.6,0.4,0.62,1.22
2/27/2018,0.42,0.61,0.4,0.63,1.24
2/26/2018,0.37,0.56,0.38,0.64,1.2
2/23/2018,0.38,0.61,0.37,0.63,1.24
2/22/2018,0.39,0.62,0.41,0.67,1.29
2/21/2018,0.39,0.62,0.43,0.68,1.3
2/20/2018,0.35,0.59,0.4,0.63,1.22
2/16/2018,0.38,0.59,0.42,0.66,1.25
2/15/2018,0.41,0.61,0.46,0.71,1.32
2/14/2018,0.4,0.59,0.48,0.74,1.33
2/13/2018,0.36,0.51,0.44,0.73,1.24
2/12/2018,0.31,0.47,0.47,0.77,1.24
2/9/2018,0.34,0.5,0.47,0.78,1.28
2/8/2018,0.36,0.58,0.44,0.72,1.3
2/7/2018,0.36,0.6,0.42,0.69,1.29
2/6/2018,0.35,0.58,0.42,0.69,1.27
2/5/2018,0.34,0.57,0.42,0.69,1.26
2/2/2018,0.4,0.67,0.43,0.69,1.36
2/1/2018,0.41,0.68,0.4,0.62,1.3
1/31/2018,0.44,0.68,0.38,0.58,1.26
1/30/2018,0.44,0.69,0.38,0.6,1.29
1/29/2018,0.36,0.67,0.38,0.59,1.26
1/26/2018,0.39,0.72,0.34,0.53,1.25
1/25/2018,0.38,0.66,0.33,0.55,1.21
1/24/2018,0.36,0.65,0.35,0.57,1.22
1/23/2018,0.34,0.62,0.37,0.57,1.19
1/22/2018,0.35,0.64,0.38,0.58,1.22
1/19/2018,0.35,0.62,0.39,0.58,1.2
1/18/2018,0.34,0.6,0.38,0.57,1.17
1/17/2018,0.35,0.61,0.34,0.52,1.13
1/16/2018,0.34,0.58,0.33,0.51,1.09
1/12/2018,0.35,0.56,0.36,0.56,1.12
1/11/2018,0.34,0.55,0.34,0.56,1.11
1/10/2018,0.36,0.56,0.34,0.57,1.13
1/9/2018,0.34,0.54,0.35,0.57,1.11
1/8/2018,0.34,0.51,0.33,0.53,1.04
1/5/2018,0.41,0.57,0.33,0.51,1.08
1/4/2018,0.41,0.55,0.31,0.5,1.05
1/3/2018,0.4,0.53,0.31,0.5,1.03
1/2/2018,0.39,0.48,0.33,0.54,1.02
12/29/2017,0.37,0.5,0.31,0.51,1.01
12/28/2017,0.37,0.52,0.32,0.52,1.04
12/27/2017,0.31,0.45,0.33,0.53,0.98
12/26/2017,0.28,0.45,0.33,0.55,1
12/22/2017,0.4,0.58,0.35,0.57,1.15
12/21/2017,0.38,0.54,0.37,0.59,1.13
12/20/2017,0.34,0.49,0.37,0.62,1.11
12/19/2017,0.34,0.5,0.36,0.59,1.09
12/18/2017,0.32,0.46,0.33,0.55,1.01
12/15/2017,0.4,0.53,0.32,0.51,1.04
12/14/2017,0.38,0.5,0.32,0.53,1.03
12/13/2017,0.38,0.49,0.33,0.57,1.06
12/12/2017,0.36,0.49,0.35,0.57,1.06
12/11/2017,0.36,0.49,0.34,0.57,1.06
12/8/2017,0.37,0.52,0.34,0.58,1.1
12/7/2017,0.38,0.51,0.34,0.57,1.08
12/6/2017,0.38,0.48,0.33,0.55,1.03
12/5/2017,0.34,0.53,0.32,0.53,1.06
12/4/2017,0.37,0.51,0.35,0.57,1.08
12/1/2017,0.35,0.51,0.35,0.59,1.1
11/30/2017,0.35,0.51,0.36,0.64,1.15
11/29/2017,0.32,0.49,0.31,0.59,1.08
11/28/2017,0.31,0.45,0.32,0.59,1.04
11/27/2017,0.35,0.47,0.32,0.58,1.05
11/24/2017,0.32,0.46,0.32,0.59,1.05
11/22/2017,0.32,0.45,0.31,0.58,1.03
11/21/2017,0.32,0.47,0.34,0.59,1.06
11/20/2017,0.32,0.47,0.32,0.6,1.07
11/17/2017,0.31,0.44,0.33,0.62,1.06
11/16/2017,0.32,0.45,0.35,0.65,1.1
11/15/2017,0.3,0.43,0.36,0.65,1.08
11/14/2017,0.29,0.42,0.38,0.7,1.12
11/13/2017,0.31,0.46,0.38,0.7,1.16
11/10/2017,0.31,0.44,0.39,0.73,1.17
11/9/2017,0.29,0.39,0.38,0.7,1.09
11/8/2017,0.3,0.42,0.36,0.67,1.09
11/7/2017,0.27,0.41,0.36,0.69,1.1
11/6/2017,0.31,0.42,0.38,0.71,1.13
11/3/2017,0.31,0.45,0.36,0.71,1.16
11/2/2017,0.29,0.44,0.39,0.74,1.18
11/1/2017,0.28,0.43,0.4,0.76,1.19
10/31/2017,0.28,0.45,0.41,0.78,1.23
10/30/2017,0.3,0.46,0.42,0.79,1.25
10/27/2017,0.32,0.49,0.44,0.83,1.32
10/26/2017,0.32,0.52,0.44,0.83,1.35
10/25/2017,0.31,0.49,0.45,0.83,1.32
10/24/2017,0.31,0.48,0.45,0.82,1.3
10/23/2017,0.33,0.49,0.43,0.8,1.29
10/20/2017,0.32,0.49,0.43,0.79,1.28
10/19/2017,0.31,0.48,0.4,0.75,1.23
10/18/2017,0.33,0.5,0.4,0.75,1.25
10/17/2017,0.32,0.45,0.43,0.76,1.21
10/16/2017,0.32,0.44,0.41,0.76,1.2
10/13/2017,0.3,0.42,0.4,0.77,1.19
10/12/2017,0.32,0.42,0.44,0.82,1.24
10/11/2017,0.3,0.41,0.44,0.84,1.25
10/10/2017,0.34,0.43,0.44,0.84,1.27
10/6/2017,0.28,0.47,0.43,0.83,1.3
10/5/2017,0.28,0.42,0.45,0.86,1.28
10/4/2017,0.25,0.39,0.45,0.86,1.25
10/3/2017,0.25,0.4,0.45,0.86,1.26
10/2/2017,0.3,0.48,0.45,0.85,1.33
9/29/2017,0.25,0.41,0.45,0.86,1.27
9/28/2017,0.25,0.39,0.44,0.86,1.25
9/27/2017,0.26,0.4,0.44,0.84,1.24
9/26/2017,0.25,0.39,0.42,0.79,1.18
9/25/2017,0.25,0.39,0.41,0.78,1.17
9/22/2017,0.27,0.43,0.42,0.8,1.23
9/21/2017,0.27,0.41,0.44,0.82,1.23
9/20/2017,0.28,0.41,0.44,0.83,1.24
9/19/2017,0.27,0.36,0.44,0.84,1.2
9/18/2017,0.25,0.35,0.43,0.83,1.18
9/15/2017,0.25,0.34,0.42,0.81,1.15
9/14/2017,0.23,0.32,0.42,0.83,1.15
9/13/2017,0.23,0.31,0.43,0.85,1.16
9/12/2017,0.24,0.3,0.42,0.84,1.14
9/11/2017,0.19,0.27,0.39,0.82,1.09
9/8/2017,0.18,0.23,0.37,0.79,1.02
9/7/2017,0.16,0.22,0.36,0.78,1
9/6/2017,0.17,0.23,0.39,0.8,1.03
9/5/2017,0.2,0.27,0.35,0.77,1.04
9/1/2017,0.22,0.33,0.38,0.81,1.14
8/31/2017,0.22,0.32,0.37,0.79,1.11
8/30/2017,0.2,0.3,0.39,0.82,1.12
8/29/2017,0.2,0.3,0.37,0.8,1.1
8/28/2017,0.26,0.35,0.41,0.83,1.18
8/25/2017,0.2,0.32,0.42,0.82,1.14
8/24/2017,0.21,0.31,0.45,0.86,1.17
8/23/2017,0.22,0.32,0.44,0.85,1.17
8/22/2017,0.24,0.33,0.47,0.89,1.22
8/21/2017,0.23,0.32,0.44,0.86,1.18
8/18/2017,0.22,0.31,0.44,0.86,1.17
8/17/2017,0.24,0.32,0.44,0.87,1.19
8/16/2017,0.22,0.31,0.46,0.9,1.21
8/15/2017,0.19,0.31,0.48,0.92,1.23
8/14/2017,0.21,0.31,0.44,0.89,1.2
8/11/2017,0.18,0.27,0.44,0.89,1.16
8/10/2017,0.17,0.28,0.45,0.87,1.15
8/9/2017,0.15,0.27,0.48,0.91,1.18
8/8/2017,0.18,0.3,0.48,0.93,1.23
8/7/2017,0.2,0.34,0.45,0.9,1.24
8/4/2017,0.15,0.28,0.46,0.91,1.19
8/3/2017,0.14,0.26,0.45,0.9,1.16
8/2/2017,0.16,0.28,0.46,0.91,1.19
8/1/2017,0.14,0.26,0.46,0.92,1.18
7/31/2017,0.16,0.27,0.5,0.96,1.23
7/28/2017,0.14,0.26,0.49,0.96,1.22
7/27/2017,0.11,0.25,0.48,0.96,1.21
7/26/2017,0.1,0.23,0.47,0.93,1.16
7/25/2017,0.06,0.22,0.5,0.93,1.15
7/24/2017,0.06,0.2,0.46,0.89,1.09
7/21/2017,0.06,0.2,0.45,0.88,1.08
7/20/2017,0.07,0.22,0.45,0.9,1.12
7/19/2017,0.12,0.26,0.46,0.9,1.16
7/18/2017,0.12,0.29,0.46,0.91,1.2
7/17/2017,0.15,0.29,0.5,0.95,1.24
7/14/2017,0.18,0.31,0.52,0.98,1.29
7/13/2017,0.18,0.32,0.52,0.98,1.3
7/12/2017,0.16,0.3,0.53,0.98,1.28
7/11/2017,0.15,0.32,0.55,1,1.32
7/10/2017,0.19,0.36,0.53,0.98,1.34
7/7/2017,0.17,0.35,0.55,0.99,1.34
7/6/2017,0.19,0.36,0.54,0.97,1.33
7/5/2017,0.19,0.36,0.51,0.92,1.28
7/3/2017,0.18,0.35,0.52,0.94,1.29
6/30/2017,0.21,0.35,0.51,0.93,1.28
6/29/2017,0.19,0.34,0.47,0.89,1.23
6/28/2017,0.19,0.32,0.47,0.88,1.2
6/27/2017,0.22,0.38,0.45,0.83,1.21
6/26/2017,0.21,0.37,0.41,0.78,1.15
6/23/2017,0.24,0.37,0.43,0.81,1.18
6/22/2017,0.26,0.38,0.42,0.81,1.19
6/21/2017,0.23,0.37,0.42,0.8,1.17
